date,split,seed,model,n_queries,n_pairs,ndcg10_mean,ndcg10_std,wall_s,pairs_per_s,k_candidates,max_seq_len,batch_size,fp16,torch,transformers,sentence_transformers,ir_datasets,arm
2022-12,train,2,jinaai/jina-reranker-v2-base-multilingual,1000,99030,0.4038294202003618,0.3799328339316068,232.06,426.7,99,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2022-12,train,42,jinaai/jina-reranker-v2-base-multilingual,1000,98896,0.4133179756637899,0.3891116618249694,232.31,425.7,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2023-01,train,1,bm25,1000,98303,0.30238389466077115,0.3441269707422544,0.0,72488162.1,98,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2023-01,train,2,bm25,1000,98648,0.3178187787742625,0.3591353337878724,0.0,72589421.2,98,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2023-01,train,42,bm25,1000,99096,0.3167873676000547,0.3541754483408999,0.0,61394202.2,99,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2023-01,train,1,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,98303,0.3613226448565706,0.375626908775108,182.91,537.4,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2023-01,train,2,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,98648,0.37982900373468204,0.3795277778472722,185.44,532.0,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2023-01,train,42,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,99096,0.3802089009828436,0.37539091555484905,184.25,537.8,99,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2023-01,train,1,jinaai/jina-reranker-v2-base-multilingual,1000,98303,0.4011502012110808,0.3896319663795275,235.23,417.9,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2023-01,train,2,jinaai/jina-reranker-v2-base-multilingual,1000,98648,0.4159581839387672,0.3859827075571635,235.88,418.2,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2023-01,train,42,jinaai/jina-reranker-v2-base-multilingual,1000,99096,0.42323296977430735,0.3803800539760973,236.58,418.9,99,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2023-02,train,1,bm25,1000,98327,0.3198082550574962,0.371204321347734,0.0,60863832.6,98,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2023-02,train,2,bm25,1000,98734,0.31315131398868246,0.3526295362471304,0.0,65164502.1,98,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2023-02,train,42,bm25,1000,98489,0.32552987764408287,0.3670573781466116,0.0,52316718.2,98,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2023-02,train,1,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,98327,0.37850687156623336,0.3936061872933101,181.96,540.4,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2023-02,train,2,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,98734,0.3834937414705777,0.38671372688428113,181.36,544.4,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2023-02,train,42,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,98489,0.3718684160468459,0.38765147190389626,183.59,536.5,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2023-02,train,1,jinaai/jina-reranker-v2-base-multilingual,1000,98327,0.4305829441829319,0.39944059344701943,230.07,427.4,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
